Age,Gender,StudyHours,SleepHours,ReviewCenter,MockExamScore,GPA,Scholarship,InternshipGrade,IncomeLevel,EmploymentStatus,Confidence,TestAnxiety,EnglishProficiency,MotivationScore,SocialSupport,ExamResultPercent,Passed
23,Female,8,8,1,,1.75,1,1.75,Low,Skilled,7,6,7,7,3,74.9,1
21,Male,3,7,1,77.0,1.75,1,2.0,Low,Skilled,6,8,7,10,5,78.1,1
21,Female,5,7,1,82.0,1.25,0,2.0,Low,Skilled,9,2,5,7,7,79.2,1
23,Female,2,6,1,74.0,1.75,0,2.0,Low,Skilled,5,9,7,6,5,80.0,1
22,Female,3,7,1,,2.25,1,1.75,Low,Skilled,5,6,6,9,5,76.6,1
23,Female,9,4,0,,1.5,1,2.25,Low,Skilled,6,3,9,7,6,75.3,1
23,Female,7,7,1,72.0,1.75,0,1.25,Low,Unemployed,5,4,6,7,6,74.5,1
23,Male,6,7,0,,1.5,0,2.0,Low,Skilled,7,1,4,6,8,77.9,1
24,Female,1,7,1,,1.5,0,1.75,Low,Skilled,4,4,6,6,8,79.1,1
23,Female,1,7,1,66.0,2.0,0,1.0,Low,Unemployed,6,7,5,6,9,74.5,1
22,Female,10,8,1,71.0,2.25,0,1.0,Low,Unemployed,8,2,5,4,7,74.5,1
23,Male,6,6,1,76.0,1.75,0,1.0,Low,Unemployed,8,5,6,7,10,76.1,1
24,Female,2,7,1,76.0,2.0,1,1.25,Low,Skilled,8,10,8,10,6,75.1,1
21,Female,8,7,1,80.0,2.25,1,1.0,Low,Skilled,7,5,6,10,8,77.2,1
21,Male,1,7,1,,1.75,1,2.25,Low,Skilled,5,9,7,10,8,76.8,1
22,Female,4,9,1,,1.75,1,1.75,Low,Skilled,8,7,7,8,7,78.2,1
22,Female,1,5,1,83.0,2.0,0,1.5,Low,Skilled,5,5,7,7,9,77.7,1
21,Female,7,9,0,,1.5,1,1.75,High,Skilled,10,9,7,8,7,75.2,1
22,Female,3,7,0,,1.5,0,1.75,Low,Skilled,6,5,6,8,5,76.1,1
25,Female,8,8,1,71.0,1.5,0,1.0,Low,Skilled,8,2,6,6,10,74.0,1
21,Male,6,6,1,73.0,2.25,0,1.25,Middle,Skilled,5,8,6,7,5,75.6,1
22,Male,5,7,1,78.0,1.75,0,1.75,High,Skilled,8,4,6,7,5,75.0,1
22,Male,4,8,1,,1.5,1,1.0,Low,Skilled,8,9,9,9,2,78.1,1
22,Female,7,7,0,,1.5,1,1.5,Low,Professional,9,4,5,6,6,74.4,1
23,Female,6,7,0,,1.75,0,1.5,Low,Skilled,6,9,10,10,6,77.5,1
21,Female,7,7,1,81.0,1.5,0,2.0,Low,Skilled,5,3,5,4,7,79.3,1
21,Male,9,4,0,,2.25,0,2.0,Low,Skilled,6,8,8,7,7,76.0,1
22,Female,7,7,0,,2.0,1,1.75,Low,Professional,9,10,7,9,10,75.2,1
24,Male,7,8,0,,2.25,1,1.0,Middle,Skilled,7,5,6,9,7,76.0,1
23,Female,9,8,0,,1.25,1,1.75,Low,Skilled,10,4,7,7,9,76.4,1
24,Female,5,5,0,,1.25,0,2.0,Low,Skilled,9,8,8,9,5,74.5,1
22,Male,4,7,1,74.0,1.75,0,1.75,Low,Unemployed,6,4,5,10,7,75.5,1
22,Male,6,5,1,,1.5,1,2.5,High,Unemployed,8,7,8,10,3,77.1,1
21,Female,6,6,1,75.0,1.25,0,1.0,High,Skilled,6,7,7,9,10,79.5,1
23,Female,1,7,1,,1.25,0,2.25,Low,Unemployed,9,6,8,7,8,74.7,1
23,Female,6,6,1,72.0,1.5,1,1.5,High,Skilled,7,8,6,6,7,77.6,1
24,Female,7,9,0,,1.75,1,1.75,High,Skilled,7,4,9,9,7,74.1,1
22,Female,2,9,0,,1.25,0,1.0,High,Skilled,3,1,7,10,7,76.4,1
24,Female,2,6,1,73.0,1.75,0,1.0,Low,Skilled,8,4,4,5,7,71.7,1
21,Female,5,4,1,81.0,1.25,0,1.0,Low,Skilled,7,6,7,9,4,77.5,1
23,Female,4,7,0,,1.25,1,2.0,Low,Skilled,6,4,9,10,6,74.7,1
24,Female,6,10,1,,2.0,1,1.25,Low,Skilled,9,5,8,10,10,77.1,1
22,Female,6,9,1,70.0,1.75,1,1.0,Middle,Unemployed,7,3,7,8,9,76.5,1
23,Male,7,5,1,,1.5,1,1.25,Low,Skilled,4,9,7,9,6,75.7,1
22,Female,8,7,1,76.0,2.0,0,2.0,Low,Skilled,7,4,7,8,7,75.5,1
22,Female,5,5,1,72.0,2.25,0,1.25,Low,Skilled,6,4,4,5,7,77.2,1
22,Female,8,8,0,,1.25,0,2.0,Low,Skilled,6,3,8,6,9,76.4,1
24,Female,5,6,1,,1.25,0,1.5,Low,Professional,5,6,6,4,8,76.3,1
23,Female,7,7,1,81.0,1.75,0,1.5,Middle,Professional,10,10,7,9,7,78.1,1
24,Female,9,6,1,83.0,1.75,0,1.0,Middle,Skilled,7,7,7,8,8,73.4,1
23,Female,6,7,0,,1.75,0,1.0,Low,Skilled,6,7,8,6,4,75.2,1
22,Female,7,8,1,,1.25,0,2.0,High,Skilled,6,6,9,8,6,80.1,1
24,Female,3,6,1,77.0,2.0,0,1.5,Low,Skilled,6,7,7,8,7,73.3,1
21,Female,7,6,1,65.0,1.75,0,1.25,Low,Skilled,6,4,6,8,7,80.2,1
23,Male,7,7,0,,1.5,0,1.0,Middle,Skilled,8,4,7,9,8,78.9,1
23,Male,7,6,1,,1.5,1,2.5,Middle,Skilled,8,6,7,9,3,79.8,1
25,Female,1,7,1,75.0,1.75,0,1.5,Low,Skilled,7,6,5,10,4,73.6,1
22,Female,1,9,1,69.0,1.5,0,1.0,Low,Unemployed,9,6,9,10,7,78.4,1
21,Female,6,5,1,81.0,2.0,0,1.5,Low,Skilled,4,7,6,8,6,80.9,1
21,Female,4,7,1,73.0,1.75,0,1.5,High,Skilled,6,2,6,8,8,79.8,1
22,Female,6,7,1,71.0,1.75,0,1.0,Low,Skilled,9,9,8,10,9,79.4,1
23,Female,8,7,1,81.0,1.25,0,1.0,Middle,Skilled,9,10,8,6,9,76.8,1
22,Female,5,8,1,75.0,1.5,0,1.0,Middle,Unemployed,8,6,8,9,7,77.8,1
23,Female,7,5,1,73.0,1.5,0,2.5,Low,Skilled,5,5,9,10,6,75.5,1
23,Female,5,8,0,,1.5,0,1.0,Low,Skilled,9,7,7,10,6,79.4,1
22,Male,9,8,1,71.0,2.0,0,1.0,Low,Skilled,8,8,9,10,10,81.8,1
23,Female,4,6,0,,2.0,0,1.75,Low,Skilled,8,8,8,8,7,79.6,1
21,Male,3,8,1,75.0,1.75,0,1.0,Low,Professional,9,3,5,9,6,74.5,1
21,Female,6,6,1,67.0,1.75,1,1.0,Low,Skilled,6,1,5,8,5,76.3,1
24,Female,6,6,1,74.0,1.5,0,1.5,Low,Skilled,7,3,5,6,6,74.3,1
22,Female,8,6,1,73.0,1.75,0,2.0,Low,Skilled,9,3,6,8,10,75.3,1
22,Female,4,7,1,67.0,2.0,1,1.5,Middle,Skilled,3,7,6,7,10,75.7,1
22,Female,8,9,1,83.0,1.5,1,1.75,Low,Skilled,8,3,6,9,6,74.7,1
23,Female,7,4,1,80.0,1.75,0,1.25,Low,Skilled,9,6,10,8,5,78.1,1
22,Female,5,7,1,83.0,1.75,1,2.25,Low,Skilled,6,5,7,10,6,76.0,1
22,Male,7,6,0,,2.0,0,1.75,Low,Professional,6,5,5,8,5,79.0,1
22,Female,4,8,1,73.0,1.75,0,2.0,Low,Skilled,6,5,7,5,9,79.8,1
23,Female,5,7,1,78.0,2.0,0,1.5,Low,Skilled,5,3,7,7,5,72.2,1
23,Male,2,9,1,80.0,1.75,0,2.0,Low,Skilled,8,10,7,10,10,75.3,1
21,Male,5,8,1,,1.75,0,2.5,Middle,Unemployed,8,4,7,7,8,78.1,1
24,Male,6,7,0,,1.25,1,1.0,Low,Skilled,7,1,8,10,8,71.3,1
21,Male,8,9,1,83.0,1.75,0,1.75,Low,Skilled,8,5,5,10,10,76.1,1
23,Female,10,7,1,64.0,2.25,0,1.25,Middle,Skilled,5,10,9,9,8,76.0,1
22,Female,5,6,0,,1.5,0,2.0,Low,Skilled,10,7,4,6,5,76.8,1
22,Female,7,8,1,,1.5,0,2.0,Low,Skilled,7,8,5,7,10,76.7,1
21,Male,5,8,1,76.0,1.25,1,2.25,Low,Skilled,8,10,6,9,4,76.7,1
24,Female,11,6,1,,2.25,0,1.0,Middle,Skilled,8,5,6,6,10,75.8,1
21,Female,3,8,1,84.0,2.0,0,1.5,Low,Skilled,7,10,6,8,6,76.5,1
21,Female,8,7,1,75.0,1.5,0,1.0,Low,Skilled,5,6,8,8,7,76.1,1
22,Male,2,6,1,,1.25,0,1.0,Low,Skilled,7,7,4,8,8,76.8,1
23,Female,2,6,0,,1.75,0,1.25,Middle,Unemployed,4,10,6,6,9,75.9,1
23,Female,3,6,1,,1.25,1,1.75,Middle,Skilled,5,2,5,8,7,75.1,1
21,Female,6,8,1,,1.5,1,2.0,Middle,Skilled,9,9,4,10,4,80.2,1
22,Female,5,6,1,,1.75,0,2.5,Low,Skilled,8,5,6,6,8,71.7,1
22,Male,5,9,1,75.0,1.75,0,1.0,Low,Skilled,8,10,6,9,9,77.2,1
22,Female,5,5,1,73.0,1.75,0,2.0,Low,Skilled,3,3,6,9,5,76.1,1
21,Female,6,5,1,75.0,1.25,1,2.0,High,Skilled,6,8,6,9,9,79.8,1
22,Female,6,8,1,85.0,1.5,0,1.0,Low,Skilled,9,2,7,7,8,79.6,1
22,Male,10,6,1,,1.25,1,2.0,Middle,Unemployed,9,4,8,5,7,76.6,1
24,Female,7,8,1,77.0,2.0,1,1.25,Low,Skilled,6,10,7,9,7,75.4,1
23,Female,4,9,0,,1.25,0,1.0,Low,Skilled,8,2,7,8,6,74.5,1
24,Female,4,6,0,,1.5,0,1.0,Middle,Skilled,8,10,5,8,8,74.4,1
24,Female,2,7,1,,1.5,0,1.0,Low,Skilled,5,2,6,5,5,70.4,1
22,Female,4,7,1,75.0,2.0,0,2.0,Low,Skilled,9,2,6,7,8,73.2,1
23,Female,7,6,1,,1.75,1,1.0,Low,Skilled,7,4,5,7,4,78.8,1
22,Male,10,5,1,65.0,1.75,0,1.5,Low,Skilled,6,7,7,5,6,77.0,1
22,Female,6,9,1,72.0,1.75,1,1.5,Low,Skilled,6,4,5,10,4,78.7,1
23,Female,1,9,1,76.0,2.0,0,1.5,Low,Unemployed,5,7,7,9,10,74.9,1
22,Female,4,7,1,77.0,1.25,0,2.0,Low,Skilled,8,6,4,6,9,78.2,1
24,Female,5,6,1,74.0,1.75,1,1.0,Low,Skilled,7,8,8,6,5,78.0,1
24,Female,9,5,1,,2.0,0,1.0,Low,Skilled,7,4,6,6,4,75.0,1
25,Female,5,8,0,,1.5,0,1.5,Low,Skilled,8,5,6,8,7,74.6,1
22,Male,6,6,1,,1.5,0,1.75,Low,Skilled,4,1,5,9,6,78.9,1
23,Female,7,8,1,,1.5,1,1.75,Middle,Professional,5,4,7,8,9,75.7,1
21,Female,9,6,0,,2.25,0,1.75,Low,Skilled,10,1,6,6,10,72.9,1
23,Female,6,7,1,,1.5,0,1.5,Low,Skilled,6,5,8,7,9,76.2,1
22,Male,8,8,1,,1.5,1,1.75,Low,Unemployed,8,3,6,10,5,76.4,1
24,Female,2,7,1,,1.25,1,2.0,Low,Skilled,5,9,6,3,7,75.8,1
22,Male,5,6,1,80.0,1.25,1,2.25,Low,Skilled,8,7,7,10,5,78.2,1
22,Male,4,8,1,76.0,2.25,0,1.5,Middle,Skilled,7,6,6,8,5,75.0,1
22,Female,5,10,0,,1.25,0,1.75,Low,Skilled,7,3,4,7,9,72.2,1
22,Female,5,7,1,68.0,1.75,1,1.0,Low,Skilled,7,5,7,8,9,76.0,1
23,Male,3,6,1,78.0,2.0,0,1.5,Low,Skilled,5,5,6,8,8,74.5,1
22,Female,8,7,1,86.0,1.25,0,2.0,High,Professional,5,4,8,6,6,81.0,1
21,Female,7,7,1,71.0,2.0,0,1.0,Middle,Skilled,5,5,8,9,9,81.8,1
22,Male,6,7,0,,2.0,1,2.25,Low,Skilled,7,8,6,9,8,74.6,1
22,Female,7,6,1,,1.75,1,1.5,Low,Skilled,9,9,8,6,7,76.2,1
23,Male,1,7,1,72.0,1.25,0,1.0,Low,Unemployed,10,8,9,7,7,81.8,1
23,Female,4,9,0,,2.0,0,1.0,Low,Skilled,4,8,7,8,10,80.0,1
23,Female,4,7,1,78.0,2.0,1,2.0,Low,Unemployed,3,5,6,9,5,72.8,1
25,Female,5,6,1,70.0,1.25,1,1.75,Low,Skilled,7,5,9,10,10,77.9,1
